7.045078577336642001e-01 -1.319272125723738587e-01 -5.272952853598014689e-02 -3.411910669975186383e-02 -1.654259718775847807e-03 -6.637717121588089519e-02 -6.203473945409429275e-04 -0.000000000000000000e+00 -3.101736972704714854e-03 -4.342431761786600709e-03 -2.067824648469809758e-04 -4.135649296939619517e-04 -0.000000000000000000e+00
-1.466063348416289658e-01 5.764705882352940680e-01 -1.167420814479638025e-01 -6.696832579185520162e-02 -1.809954751131221794e-03 -5.972850678733031965e-02 -9.049773755656108972e-04 -3.619909502262443589e-03 -1.809954751131221881e-02 -5.429864253393664950e-03 -0.000000000000000000e+00 -3.619909502262443589e-03 -0.000000000000000000e+00
-7.134363852556480090e-02 -8.412604042806183513e-02 7.612960760998811471e-01 -1.307966706302021373e-02 -5.945303210463733119e-04 -9.215219976218786552e-03 -8.917954815695600763e-04 -7.431629013079667050e-03 -3.804994054696789196e-02 -9.215219976218786552e-03 -1.189060642092746624e-03 -2.080856123662306809e-03 -1.486325802615933497e-03
-1.600000000000000033e-01 -1.400000000000000133e-01 -2.666666666666666838e-02 6.666666666666666297e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -6.666666666666667095e-03 -0.000000000000000000e+00
-6.666666666666666297e-01 -0.000000000000000000e+00 -3.333333333333333148e-01 -0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-6.557377049180328210e-02 -0.000000000000000000e+00 -3.278688524590164105e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 8.360655737704918433e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.639344262295082053e-02 -4.918032786885245811e-02 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-1.000000000000000056e-01 -0.000000000000000000e+00 -4.000000000000000222e-01 -1.000000000000000056e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.000000000000000056e-01 2.999999999999999889e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-8.108108108108108558e-02 -2.702702702702702853e-01 -5.405405405405405705e-01 -2.702702702702702853e-02 -0.000000000000000000e+00 -2.702702702702702853e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 5.405405405405405705e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
-3.846153846153846367e-02 -1.923076923076923184e-02 -2.500000000000000000e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.923076923076923184e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 6.346153846153845812e-01 -3.846153846153846367e-02 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -3.333333333333333287e-02 -3.333333333333333287e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 9.333333333333333481e-01 -0.000000000000000000e+00 -0.000000000000000000e+00
-0.000000000000000000e+00 -1.250000000000000000e-01 -5.000000000000000000e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -6.250000000000000000e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 3.125000000000000000e-01 -0.000000000000000000e+00
-0.000000000000000000e+00 -0.000000000000000000e+00 -2.000000000000000111e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 8.000000000000000444e-01
